country,isic2,upstreamness,downstreamness,u_n,u_d,d_n,d_d,dd_logU,centrality
MYS,94,1.472011497713306,2.072425192710433,5397.371237147312,3078.969513167338,8830.835109364998,4030.818817326116,.38662982,.71028453
MYS,95,1.472011497713306,2.072425192710433,5397.371237147312,3078.969513167338,8830.835109364996,4030.818817326116,.38662982,.71028453
MYS,96,1.472011497713306,2.072425192710433,5397.371237147313,3078.969513167338,8830.835109364998,4030.818817326116,.38662982,.71028453
MYS,97,1.009866581586338,1.581084253112442,4347.439025497432,4122.486488344633,409866.3552012166,91606.04610543991,.0098182242,.63871777
MYS,98,1,1,387.0957399999,387.0957399999,387.0957399999,387.0957399999,0,1
MYS,99,1.463110671765147,2.73077911066904,-836522.972185654,-286083.3823797564,2147.833535350402,570.5686732861849,.38056478,.53578508
PHL,1,2.123620141902212,1.763134831554723,5651585.931442647,2931430.193352526,1708126.177110459,1239148.32825747,.75312227,.83024961
PHL,2,2.468327155651413,1.728940992957013,3888426.472366079,2016276.176991262,1174419.92660793,851965.1120398691,.90354067,.70045048
PHL,3,1.786157977456122,1.734556344690335,5630444.192881742,2922438.401296476,1699041.26216775,1234591.482286948,.58006692,.97111028
PHL,5,3.365680022124051,1.713836877192012,1361866.905092489,744653.5975228339,791233.094642783,591351.1947776761,1.2136301,.50920969
PHL,6,3.365680022124051,1.713836877192011,1361866.905092489,744653.5975228339,791233.094642783,591351.1947776761,1.2136301,.50920969
PHL,7,3.365680022124051,1.713836877192011,1361866.905092489,744653.5975228339,791233.094642783,591351.1947776761,1.2136301,.50920969
PHL,8,3.365680022124051,1.713836877192012,1361866.905092489,744653.5975228339,791233.094642783,591351.1947776761,1.2136301,.50920969
PHL,9,3.365680022124051,1.713836877192012,1361866.905092489,744653.5975228339,791233.094642783,591351.1947776761,1.2136301,.50920969
PHL,10,1.519518469212843,2.296732583619624,4730828.409799127,3763671.13607094,12194762.9932913,6663036.050139776,.41839349,.66160011
PHL,11,1.519518469212843,2.296732583619624,4730828.409799127,3763671.13607094,12194762.9932913,6663036.050139776,.41839349,.66160011
PHL,12,1.519518469212843,2.296732583619624,4730828.409799127,3763671.13607094,12194762.9932913,6663036.050139776,.41839349,.66160011
PHL,13,1.474532163122145,2.29308145321668,530903.6720371876,371937.3778178269,1056535.544692942,520155.3107719688,.38834077,.64303523
PHL,14,1.474532163122145,2.29308145321668,530903.6720371876,371937.3778178269,1056535.544692942,520155.3107719688,.38834077,.64303523
PHL,15,1.474532163122145,2.29308145321668,530903.6720371876,371937.3778178269,1056535.544692942,520155.3107719688,.38834077,.64303523
PHL,16,2.537174117773122,2.232298185844286,623843.2496851383,238571.703202717,133935.4689809913,71341.90297395944,.9310509,.87983644
PHL,17,2.21053390224375,2.321112943853664,624773.3776561728,239078.1705556339,136354.7788123396,72323.82457929388,.79323405,.9523595
PHL,18,2.21053390224375,2.321112943853664,624773.3776561728,239078.1705556339,136354.7788123396,72323.82457929388,.79323405,.9523595
PHL,19,2.519093322244516,2.405316678716263,2844550.273764667,1145330.894504679,1273555.002682981,624108.9136121434,.92389905,.95483428
PHL,20,2.563812004834674,2.459446338463029,2853849.421626172,1148906.237540291,1280560.283453862,626703.1671687204,.94149524,.95929277
PHL,21,1.633365011563975,1.902722976629593,5202672.50473064,2095113.78412311,2323669.1887921,1139701.642301311,.49064231,.85843551
PHL,22,2.085897860728372,2.55503117076289,2838726.235778354,1143142.237404276,1269553.774053187,622317.0032023079,.73519939,.81638843
PHL,23,2.319643316101546,2.233586920866084,2840627.505494871,1143892.03768305,1268305.877194653,621958.866657463,.84141344,.962901
PHL,24,2.736497833797864,2.543780395099438,509102.3831257327,160474.5054740194,46956.3334100096,17813.34791883846,1.0066789,.92957515
PHL,25,2.521209917605927,2.501689981390595,739535.5887583368,233096.781902451,68053.46622482841,25818.79732092656,.92473888,.99225771
PHL,26,2.40391622824649,2.819720500307476,6340749.640564481,2236096.574240129,3645187.079924412,1430340.876550165,.87709916,.85253704
PHL,27,2.220570361692047,2.400253056804073,11596695.96782659,4087718.173186211,6622722.087921854,2601817.901219996,.79776406,.92514008
PHL,28,1.746635636309629,2.554314371275914,6325744.252297658,2229943.978321249,3615394.875451614,1420247.797034606,.55769145,.68379825
PHL,29,1.538090580838676,2.617711087684726,317473.8489058382,180432.871680133,893064.1122495037,352257.4112414792,.43054175,.58757079
PHL,30,1.640070154543188,2.496795059554159,217956.4364606749,123841.6568186686,612657.8169444982,241642.3286167999,.49473903,.65687013
PHL,31,1.958821941044963,2.253573558796955,234659.8694063533,165523.205398754,582953.5622759904,283232.4680424234,.67234325,.86920702
PHL,32,1.958821941044963,2.253573558796955,234659.8694063533,165523.205398754,582953.5622759904,283232.4680424234,.67234325,.86920702
PHL,33,1.958821941044963,2.253573558796954,234659.8694063533,165523.205398754,582953.5622759904,283232.4680424234,.67234325,.86920702
PHL,35,2.305052832245748,1.822176056710932,1743790.653288466,830616.4868814085,948077.5369992584,546126.6095981298,.83510357,.79051381
PHL,36,2.202464619933562,1.713623829371954,1736031.669405446,827356.5901346239,944428.7751055021,544317.1344261174,.78957701,.77804828
PHL,37,2.202464619933562,1.713623829371954,1736031.669405446,827356.5901346239,944428.7751055021,544317.1344261174,.78957701,.77804828
PHL,38,2.160290388796021,1.763799580156555,1622433.954184948,776726.6834588296,950157.6134446211,535417.2078172945,.77024263,.81646413
PHL,39,2.202464619933562,1.713623829371954,1736031.669405446,827356.5901346239,944428.7751055021,544317.1344261174,.78957701,.77804828
PHL,41,1.127653492007544,2.09340961218719,2120656.852016869,1892590.779846738,4770843.470687287,2737800.28501227,.12013892,.53866833
PHL,42,1.127653492007544,2.09340961218719,2120656.852016869,1892590.779846738,4770843.470687287,2737800.28501227,.12013892,.53866833
PHL,43,1.127653492007544,2.09340961218719,2120656.852016869,1892590.779846738,4770843.470687287,2737800.28501227,.12013892,.53866833
PHL,45,2.187996163307281,1.638551013859327,3638967.604909848,1781962.916027642,1328475.145537391,1034358.481578549,.7829861,.74888206
PHL,46,2.187996163307282,1.638551013859327,3638967.604909848,1781962.916027643,1328475.145537391,1034358.481578549,.7829861,.74888206
PHL,47,2.187996163307281,1.638551013859327,3638967.604909848,1781962.916027643,1328475.145537391,1034358.481578549,.7829861,.74888206
PHL,49,1.964596529718324,1.923882210948486,1630664.849674174,834397.7750382453,2042013.819345252,1005208.970868814,.67528689,.979276
PHL,50,2.284700314684523,2.107344754355229,1620232.544504617,828984.1493156501,2032172.77852642,1000082.989801396,.82623488,.92237252
PHL,51,1.64024958341426,2.428912847088737,1621660.688195354,830129.4436824786,2041226.995698239,1003464.706090335,.49484843,.67530197
PHL,52,2.716558656122225,1.892975178026692,1625903.449279646,830913.1275828283,2032287.188427651,1000211.818474958,.99936587,.69682837
PHL,53,1.841297330226567,1.788438643933375,2968379.05540051,1518987.53917127,3724091.956611343,1832799.586675747,.61047041,.97129267
PHL,55,1.273307380864812,2.044425998495943,897259.0132201291,605725.4491478729,1245179.095621526,739988.130499445,.24161775,.62281901
PHL,56,1.39879564180835,2.161856103383469,1638704.430962728,1104893.802275334,2265310.266650406,1347443.955409223,.33561161,.64703459
PHL,58,1.85027163540014,1.910221426523272,1650.760761057232,894.7214104186176,1797.446655100916,940.0506934046296,.61533248,.96861631
PHL,59,1.85027163540014,1.910221426523272,1650.760761057232,894.7214104186176,1797.446655100916,940.0506934046296,.61533248,.96861631
PHL,60,1.85027163540014,1.910221426523272,1650.760761057232,894.7214104186176,1797.446655100916,940.0506934046298,.61533248,.96861631
PHL,61,1.8728124166993,1.733491447454127,1011202.47514318,464494.6575107938,338745.8616574804,251074.0802031832,.62744129,.92560869
PHL,62,2.000457462364191,1.700881900250951,697176.6210508608,320205.7727169428,233689.7312749537,173105.5253114844,.69337589,.85024649
PHL,63,2.000457462364191,1.700881900250951,697176.6210508608,320205.7727169428,233689.7312749537,173105.5253114844,.69337589,.85024649
PHL,64,1.841636107320614,1.454162641943936,10243921.36617847,5204838.365662427,4474177.168938454,3371971.710777131,.61065435,.78960365
PHL,65,1.876327071422822,1.408202614816508,18740630.43984115,9520021.634243993,8175345.620021977,6163852.402570429,.62931615,.75051022
PHL,66,1.876327071422822,1.408202614816508,18740630.43984115,9520021.634243993,8175345.620021977,6163852.402570429,.62931615,.75051022
PHL,68,2.089735063803264,1.333320677987733,39460.43423194943,19098.3757958134,14696.75744817118,11171.16447153579,.7370373,.63803333
PHL,69,2.77448920858108,1.74230105861593,41202.79890438261,14405.31495528071,7226.60880018466,4166.758322656593,1.0204667,.62797183
PHL,70,2.77448920858108,1.74230105861593,41202.79890438261,14405.31495528071,7226.60880018466,4166.758322656593,1.0204667,.62797183
PHL,71,2.77448920858108,1.74230105861593,41202.79890438261,14405.3149552807,7226.60880018466,4166.758322656593,1.0204667,.62797183
PHL,72,2.77448920858108,1.74230105861593,41202.79890438261,14405.3149552807,7226.60880018466,4166.758322656593,1.0204667,.62797183
PHL,73,2.77448920858108,1.74230105861593,41202.79890438261,14405.3149552807,7226.60880018466,4166.758322656593,1.0204667,.62797183
PHL,74,2.77448920858108,1.74230105861593,41202.79890438261,14405.31495528071,7226.60880018466,4166.758322656593,1.0204667,.62797183
PHL,75,2.77448920858108,1.74230105861593,41202.79890438261,14405.3149552807,7226.60880018466,4166.758322656593,1.0204667,.62797183
PHL,77,2.779635153010662,1.583821061842066,36851.13670629244,13267.32026316596,4129.49345986076,2609.790970121444,1.0223197,.5697946
PHL,78,2.779635153010662,1.583821061842066,36851.13670629244,13267.32026316596,4129.49345986076,2609.790970121444,1.0223197,.5697946
PHL,79,2.779635153010662,1.583821061842066,36851.13670629244,13267.32026316596,4129.49345986076,2609.790970121444,1.0223197,.5697946
PHL,80,2.779635153010662,1.583821061842066,36851.13670629244,13267.32026316596,4129.49345986076,2609.790970121444,1.0223197,.5697946
PHL,81,2.779635153010662,1.583821061842066,36851.13670629244,13267.32026316596,4129.49345986076,2609.790970121444,1.0223197,.5697946
PHL,82,2.779635153010662,1.583821061842066,36851.13670629244,13267.32026316596,4129.49345986076,2609.790970121444,1.0223197,.5697946
PHL,84,1.488255090881356,1.991999706953566,16160.58659581278,12541.44335539795,35947.662318642,17980.87206883547,.39760435,.74711615
PHL,85,1.272405390796995,1.360524047034108,2175664.533972778,1360555.16895298,2103214.435697936,1335125.013410594,.24090911,.9352318
PHL,86,1.163800314296369,1.688960164159825,2167175.777181328,1354180.587243043,2100265.515630506,1330645.992527246,.15169078,.68906319
PHL,87,1.187582328385738,1.489277061264377,3968051.667865835,2478168.056423995,3834772.823706821,2431369.952762226,.17191958,.79742205
PHL,88,1.187582328385738,1.489277061264376,3968051.667865835,2478168.056423995,3834772.823706821,2431369.952762226,.17191958,.79742205
PHL,90,1.313327364192307,1.881410209092117,7779.662633381234,5832.408997209066,15921.66811359291,8386.911940923288,.27256387,.69805479
PHL,91,1.313327364192307,1.881410209092118,7779.662633381233,5832.408997209068,15921.66811359291,8386.911940923288,.27256387,.69805479
PHL,92,1.313327364192307,1.881410209092118,7779.662633381234,5832.408997209066,15921.66811359291,8386.91194092329,.27256387,.69805479
PHL,93,1.313327364192307,1.881410209092118,7779.662633381234,5832.408997209066,15921.66811359291,8386.911940923288,.27256387,.69805479
PHL,94,1.349961033228266,1.80941384298979,7874.244875994016,5785.837373435522,14640.54517979844,7876.480078773372,.30007574,.74607646
PHL,95,1.349961033228266,1.80941384298979,7874.244875994016,5785.837373435522,14640.54517979845,7876.480078773372,.30007574,.74607646
PHL,96,1.349961033228266,1.80941384298979,7874.244875994016,5785.837373435522,14640.54517979844,7876.480078773372,.30007574,.74607646
PHL,97,1.00026321862669,1.40659285166902,9574.33161459405,9571.81213534885,18058.45132924683,12838.43530686175,.00026318399,.7111249
PHL,98,,,0,0,0,0,,
PHL,99,2.46143940278347,2.071338472222945,2357285.848996472,2355224.354587752,4442875.012703943,3158476.716505919,.90074629,.84151512
THA,1,2.623709898287604,2.053674796000018,9191736.918148054,3115721.297989599,1528480.518807093,788239.1542647996,.9645893,.78273702
THA,2,2.651102073473708,2.05101884742196,6319603.026089068,2142162.765375328,1050963.989728439,541979.6902899652,.97497541,.77364761
THA,3,2.466560484079694,2.007625334418564,9158029.720866613,3102401.206446006,1511535.63025602,780919.1578620094,.90282464,.81393719
THA,5,3.879336449706075,2.500950416333608,5808080.54446,1582036.63298586,440614.4502691246,201012.8207129625,1.3556641,.64468509
THA,6,3.879336449706075,2.500950416333608,5808080.54446,1582036.63298586,440614.4502691246,201012.8207129625,1.3556641,.64468509
THA,7,3.879336449706076,2.500950416333608,5808080.54446,1582036.63298586,440614.4502691246,201012.8207129625,1.3556641,.64468509
THA,8,3.879336449706076,2.500950416333608,5808080.54446,1582036.63298586,440614.4502691246,201012.8207129625,1.3556641,.64468509
THA,9,3.879336449706075,2.500950416333608,5808080.54446,1582036.63298586,440614.4502691246,201012.8207129625,1.3556641,.64468509
THA,10,1.856883621458091,2.780901365035959,4369271.910901621,2048562.082722506,14136921.84022479,4868493.101053018,.61889958,.66772723
THA,11,1.856883621458091,2.780901365035959,4369271.910901621,2048562.082722506,14136921.84022479,4868493.101053018,.61889958,.66772723
THA,12,1.856883621458091,2.780901365035959,4369271.910901621,2048562.082722506,14136921.84022479,4868493.101053018,.61889958,.66772723
THA,13,2.115784945308995,2.652386287225393,2899352.875806924,1446087.090661786,5943560.213390106,2219896.384532059,.74942589,.79769111
THA,14,2.115784945308995,2.652386287225393,2899352.875806924,1446087.090661786,5943560.213390106,2219896.384532059,.74942589,.79769111
THA,15,2.115784945308995,2.652386287225393,2899352.875806924,1446087.090661786,5943560.213390106,2219896.384532059,.74942589,.79769111
THA,16,2.676988991950762,2.45793105072492,2238689.510827651,681604.8480616614,732327.1710475837,284540.3777982639,.98469263,.91817003
THA,17,3.048187205189056,2.304987799779994,2245301.59633077,683533.6873896943,731879.9444662664,284359.3382405211,1.114547,.75618315
THA,18,3.048187205189056,2.304987799779994,2245301.59633077,683533.6873896943,731879.9444662664,284359.3382405211,1.114547,.75618315
THA,19,3.11855314276586,2.856084069574588,12014321.12114936,3628578.826161704,3069979.089474536,1196306.276538004,1.1373692,.91583627
THA,20,3.391181352018857,2.828320899377165,12012850.43191302,3627475.716647099,3053631.441327112,1190607.61720537,1.2211783,.83402228
THA,21,1.751051241104352,2.352691048599225,21979078.0828353,6637825.471314504,5587595.279129549,2179203.889057726,.56021631,.74427587
THA,22,2.878380299015296,2.566158769836164,12012554.53897,3628745.55317302,3057057.196018443,1192185.248540033,1.0572277,.89152873
THA,23,2.614465618604046,2.869401085858823,11996046.97429808,3623356.890355662,3053040.502418926,1190220.123228488,.96105975,.91115379
THA,24,3.339905281128518,3.124280233964861,2181159.696044524,633043.5723008403,586872.9659269054,201166.7934867722,1.2059424,.93543977
THA,25,3.01345409753654,3.116164665892589,3173353.452934075,921421.6500574783,856556.6313655158,293719.09231233,1.1030869,.96703941
THA,26,2.174868575753677,2.825745573831995,6865603.0499926,2624325.338175439,18086559.71982734,5346609.202244452,.77696824,.76966184
THA,27,2.12638204676403,2.850648463363865,12572308.5041712,4804543.920296184,33133310.4335597,9792502.257324371,.75442195,.74592924
THA,28,2.136640066042035,2.926600895679448,6859690.940967885,2621753.555182504,18079584.41337121,5343764.342634338,.75923455,.73007566
THA,29,1.622571616079524,2.946396146908914,1131500.993175396,509529.3347699489,7582191.304916319,1987820.35676356,.48401231,.55069703
THA,30,1.733043249222572,2.843755393400803,774606.3358298882,347864.4595201385,5192004.950727949,1359386.998921987,.54987895,.60942066
THA,31,1.849913163301353,2.75494159323955,1376499.230489255,741460.1751429708,4661442.658892264,1538034.680496702,.61513871,.67148906
THA,32,1.849913163301353,2.75494159323955,1376499.230489255,741460.1751429708,4661442.658892264,1538034.680496702,.61513871,.67148906
THA,33,1.849913163301353,2.75494159323955,1376499.230489255,741460.1751429708,4661442.658892264,1538034.680496702,.61513871,.67148906
THA,35,2.953842003753603,2.32645671406417,5347249.394820192,1584105.788907676,1775326.719837344,705436.1117367935,1.0831068,.78760362
THA,36,2.784539520071418,2.233133930605437,5334468.738398211,1579667.919585343,1769354.615993005,702835.0506930328,1.0240825,.80197603
THA,37,2.784539520071418,2.233133930605436,5334468.738398211,1579667.919585343,1769354.615993005,702835.0506930328,1.0240825,.80197603
THA,38,2.779744602116838,2.282444024539388,6376218.131457393,1993055.761476466,3247571.861552903,1219751.082853408,1.022359,.82109845
THA,39,2.784539520071418,2.233133930605436,5334468.738398211,1579667.919585343,1769354.615993005,702835.0506930328,1.0240825,.80197603
THA,41,1.236799247677832,2.80568978163196,1309223.468007479,1226170.035345633,10673597.01485278,3874170.642419171,.21252678,.44081825
THA,42,1.236799247677832,2.80568978163196,1309223.468007479,1226170.035345633,10673597.01485278,3874170.642419171,.21252678,.44081825
THA,43,1.236799247677832,2.80568978163196,1309223.468007479,1226170.035345633,10673597.01485278,3874170.642419171,.21252678,.44081825
THA,45,2.390169930616858,2.111229107396831,10960451.89897117,4677999.149262434,4393284.165442618,2768270.140175991,.87136447,.88329667
THA,46,2.390169930616858,2.111229107396831,10960451.89897117,4677999.149262434,4393284.165442618,2768270.140175991,.87136447,.88329667
THA,47,2.390169930616858,2.111229107396831,10960451.89897117,4677999.149262434,4393284.165442619,2768270.140175991,.87136447,.88329667
THA,49,2.215723055675952,2.3561181985393,5851313.676600208,2253571.948882404,5557713.535434466,2101417.81799027,.79557878,.94041252
THA,50,2.213635757258801,2.797391692373229,5838107.852568849,2247473.547065203,5549077.152750709,2096874.157454611,.79463631,.79132134
THA,51,2.651466842847017,2.855929352140378,5840166.078121663,2247904.771350345,5549211.147144199,2096828.342470875,.97511303,.92840773
THA,52,3.15406984455858,2.271331759050881,5843530.366457742,2248280.178995095,5538704.078921285,2093248.308427833,1.1486937,.72012728
THA,53,2.819890956232948,2.168055651049739,10694383.15318273,4116058.084803503,10151456.58759217,3836372.135832742,1.0366982,.76884377
THA,55,1.537586975448902,2.308844549560725,2224450.355145063,1345313.722670656,7165748.904718882,2744970.506070718,.43021429,.66595519
THA,56,1.493554894394722,2.403778577958918,4046402.557358227,2446541.659373655,13072812.54180446,5003005.755330318,.40115911,.62133628
THA,58,2.295032498570708,2.247272234699242,3748.023318622094,1612.767351757362,3963.073838744908,1762.768192987012,.83074701,.97918969
THA,59,2.295032498570708,2.247272234699242,3748.023318622094,1612.767351757362,3963.073838744908,1762.768192987012,.83074701,.97918969
THA,60,2.295032498570708,2.247272234699242,3748.023318622094,1612.767351757362,3963.073838744908,1762.768192987012,.83074701,.97918969
THA,61,2.701376933612012,2.136575825183257,2639238.764486256,813478.3662829134,622508.8447292687,289293.5083225952,.9937616,.79092103
THA,62,2.470832621475216,2.082649997137433,1816280.681572254,560190.2434034764,429957.5831089003,199900.6940478503,.9045552,.84289402
THA,63,2.470832621475217,2.082649997137433,1816280.681572254,560190.2434034764,429957.5831089003,199900.6940478503,.9045552,.84289402
THA,64,2.775858517630362,1.793406429185914,10655210.32523309,3814134.843078705,5083419.475282772,2261669.964167153,1.0209601,.64607269
THA,65,2.770222853263935,1.958795437784432,19466257.69029036,6968057.914509893,9303775.86223538,4136466.446346657,1.0189278,.70708948
THA,66,2.770222853263935,1.958795437784431,19466257.69029036,6968057.914509893,9303775.86223538,4136466.446346657,1.0189278,.70708948
THA,68,1.562736896012301,1.616143667475215,17828.71015354424,11780.72765890633,20547.44202880475,12947.80336177698,.4464387,.96695417
THA,69,3.140496504854354,2.054937705616441,54668.26535883344,16933.09288144697,7893.464751655765,3758.307197224273,1.1443809,.65433532
THA,70,3.140496504854354,2.054937705616441,54668.26535883344,16933.09288144697,7893.464751655765,3758.307197224272,1.1443809,.65433532
THA,71,3.140496504854354,2.054937705616441,54668.26535883344,16933.09288144697,7893.464751655769,3758.307197224272,1.1443809,.65433532
THA,72,3.140496504854354,2.054937705616441,54668.26535883344,16933.09288144697,7893.464751655765,3758.307197224272,1.1443809,.65433532
THA,73,3.140496504854354,2.054937705616441,54668.26535883344,16933.09288144697,7893.464751655767,3758.307197224272,1.1443809,.65433532
THA,74,3.140496504854354,2.054937705616441,54668.26535883344,16933.09288144697,7893.464751655767,3758.307197224273,1.1443809,.65433532
THA,75,3.140496504854354,2.054937705616441,54668.26535883344,16933.09288144697,7893.464751655767,3758.307197224272,1.1443809,.65433532
THA,77,2.51119433807121,2.123659978075012,17638.18883913284,7043.067235936163,10903.18505193536,5144.649924185982,.92075849,.84567726
THA,78,2.51119433807121,2.123659978075012,17638.18883913284,7043.067235936165,10903.18505193536,5144.649924185983,.92075849,.84567726
THA,79,2.51119433807121,2.123659978075012,17638.18883913284,7043.067235936163,10903.18505193536,5144.649924185983,.92075849,.84567726
THA,80,2.51119433807121,2.123659978075012,17638.18883913284,7043.067235936165,10903.18505193536,5144.649924185981,.92075849,.84567726
THA,81,2.51119433807121,2.123659978075012,17638.18883913284,7043.067235936165,10903.18505193536,5144.649924185981,.92075849,.84567726
THA,82,2.51119433807121,2.123659978075012,17638.18883913284,7043.067235936165,10903.18505193536,5144.649924185982,.92075849,.84567726
THA,84,1.033659533543497,1.715881845734677,2045842.505455443,2039856.616176888,2075166.467129481,2047430.000351045,.033105452,.60240716
THA,85,1.058264021175909,1.751963425262745,4414821.540622869,3186936.532814806,7888109.737545922,4155964.70514668,.056629851,.60404456
THA,86,1.078222162213293,1.984688347921532,4409992.006832611,3182015.501667612,7883834.127374607,4151181.902413869,.075313538,.54327029
THA,87,1.105777127132218,1.8581053884788,8074952.738677096,5824099.349764615,14416421.40915223,7593048.663200253,.10054837,.59511
THA,88,1.105777127132218,1.8581053884788,8074952.738677096,5824099.349764615,14416421.40915223,7593048.663200253,.10054837,.59511
THA,90,2.015963771123581,1.965758501754041,16644.59884944397,7399.544861657849,11195.03577988182,5914.243320272465,.70109737,.97509617
THA,91,2.015963771123581,1.965758501754041,16644.59884944398,7399.544861657849,11195.03577988182,5914.243320272466,.70109737,.97509617
THA,92,2.015963771123581,1.965758501754041,16644.59884944397,7399.544861657849,11195.03577988182,5914.243320272465,.70109737,.97509617
THA,93,2.015963771123581,1.965758501754041,16644.59884944397,7399.544861657849,11195.03577988182,5914.243320272466,.70109737,.97509617
THA,94,2.14342333753331,1.968222148721337,20058.18774171026,9057.62908211295,15110.36139169558,7763.583177415478,.76240426,.91826105
THA,95,2.14342333753331,1.968222148721337,20058.18774171026,9057.62908211295,15110.36139169558,7763.583177415478,.76240426,.91826105
THA,96,2.14342333753331,1.968222148721337,20058.18774171026,9057.62908211295,15110.36139169558,7763.583177415477,.76240426,.91826105
THA,97,1.127648169306695,1.18307344823046,49714.1449774531,28422.87223840742,69444.58885518425,33419.77268995991,.1201342,.95315146
THA,98,1,1,748.1390599998999,748.1390599998999,748.1390599998999,748.1390599998999,0,1
THA,99,1.681520971491829,1.54463901713592,479402.3482185075,178910.8644574754,1947562.831634894,555098.1373298779,.51969874,.91859633
VNM,1,2.527726216360128,2.708229298236653,1974373.995494269,1069499.622996028,2772096.504557739,1166314.668521328,.92732018,.93335015
VNM,2,2.732715125459456,2.775982950152267,1358846.248875952,735741.1965972965,1906716.860147499,802148.2731528502,1.0052956,.9844135
VNM,3,2.471862867039015,2.765253743865375,1953067.796073756,1061932.324984511,2752129.12886237,1159770.958361815,.90497208,.89390093
VNM,5,3.671444219424198,2.572077304326316,3058739.515024787,935524.7900145645,775184.1696583984,314342.5235152838,1.3005852,.70056283
VNM,6,3.671444219424198,2.572077304326317,3058739.515024787,935524.7900145645,775184.1696583984,314342.5235152838,1.3005852,.70056283
VNM,7,3.671444219424199,2.572077304326317,3058739.515024787,935524.7900145645,775184.1696583984,314342.5235152838,1.3005852,.70056283
VNM,8,3.671444219424198,2.572077304326316,3058739.515024787,935524.7900145645,775184.1696583984,314342.5235152838,1.3005852,.70056283
VNM,9,3.671444219424199,2.572077304326317,3058739.515024787,935524.7900145645,775184.1696583984,314342.5235152838,1.3005852,.70056283
VNM,10,1.844421686785084,3.158540992248456,469330.3200813415,286765.803520615,5417195.264396492,1690493.314007009,.61216581,.58394736
VNM,11,1.844421686785084,3.158540992248456,469330.3200813415,286765.803520615,5417195.264396492,1690493.314007009,.61216581,.58394736
VNM,12,1.844421686785084,3.158540992248456,469330.3200813415,286765.803520615,5417195.264396492,1690493.314007009,.61216581,.58394736
VNM,13,1.566680906230246,3.045411663765688,199579.924366568,121485.8724155555,1782703.608216704,544299.4757044207,.44895932,.51443976
VNM,14,1.566680906230245,3.045411663765689,199579.924366568,121485.8724155555,1782703.608216704,544299.4757044207,.44895932,.51443976
VNM,15,1.566680906230246,3.045411663765689,199579.924366568,121485.8724155555,1782703.608216704,544299.4757044207,.44895932,.51443976
VNM,16,2.935180522895645,3.010847270618922,184296.6217006854,77664.29265286654,336848.920284254,115249.8805042617,1.076769,.9748686
VNM,17,3.237059154772432,3.08580588278016,187273.0132052955,78446.65188553998,337154.4471614431,115337.9746699314,1.1746652,.95327449
VNM,18,3.237059154772432,3.085805882780159,187273.0132052955,78446.65188553998,337154.4471614431,115337.9746699314,1.1746652,.95327449
VNM,19,3.346304079200239,3.199828406992581,631225.9932555412,256628.1976698413,855616.3992295481,277170.8239931585,1.2078565,.9562276
VNM,20,3.336719930301854,3.116210004402478,636876.0859438189,258303.5349349994,852792.4306050445,276454.4740077504,1.2049882,.93391418
VNM,21,2.109675444203881,2.92677892238649,1147055.526335594,467972.1638572441,1561672.152104394,506379.6149759133,.74653411,.72081816
VNM,22,3.226569940018999,3.151902290551,634416.873835602,257718.4366476102,852340.6065583125,276315.2238224233,1.1714196,.9768585
VNM,23,2.504522421942743,2.79836047639728,635457.6166512939,259059.3120869607,851879.1137698009,276251.3735898314,.91809809,.89499635
VNM,24,3.191799852662748,3.326766774298406,90653.37029377028,24034.36667139426,164086.4250339061,37100.98398468074,1.1605849,.95942998
VNM,25,3.214183527707882,3.313712721076043,132211.6995604248,35185.92062791214,239448.3620226098,54257.17877653048,1.1675733,.96996444
VNM,26,2.643335280549284,3.310057901438167,239973.8951957282,89324.76167155878,1041896.479094546,257503.510728346,.97204149,.79857677
VNM,27,2.316212648296962,3.225887269869735,346129.189043512,127835.2299528629,1725893.028428455,415453.2839537339,.8399334,.71800792
VNM,28,1.917080705394833,3.185418685509603,188420.5681217591,69815.8447159685,944978.3646516707,227723.6238388393,.65080357,.60183007
VNM,29,1.777369596782558,3.235937000064674,201617.2579023175,83939.64721059389,1216840.461778602,306243.4817858972,.57513452,.54925966
VNM,30,1.732393145932891,3.20165595940922,138407.0523484244,57583.02374739226,835662.5598242715,210240.1554490056,.5495038,.54109287
VNM,31,1.987986580611976,3.012011138753589,170171.257726883,67010.74568394922,362961.9559977229,112249.0903799299,.68712234,.66001964
VNM,32,1.987986580611977,3.012011138753589,170171.257726883,67010.74568394922,362961.9559977229,112249.0903799299,.68712234,.66001964
VNM,33,1.987986580611977,3.01201113875359,170171.257726883,67010.74568394922,362961.9559977229,112249.0903799299,.68712234,.66001964
VNM,35,3.176293338990447,2.231834276882615,998277.9525924117,377021.1025123736,265076.8866415796,147418.4633841572,1.1557149,.70265371
VNM,36,2.843445479816246,2.129806300168271,986041.0265550445,373618.5722294551,262611.2033532618,146611.5325970234,1.0450165,.74902308
VNM,37,2.843445479816247,2.129806300168271,986041.0265550445,373618.5722294551,262611.2033532618,146611.5325970234,1.0450165,.74902308
VNM,38,2.832839388944231,2.154415606283493,917643.9494298593,347554.4328447977,244763.7999721777,136058.5099056173,1.0412796,.76051456
VNM,39,2.843445479816246,2.129806300168271,986041.0265550445,373618.5722294551,262611.2033532618,146611.5325970234,1.0450165,.74902308
VNM,41,1.180624731538332,3.012677491720215,647785.2658453336,643359.2709382359,6553821.810259572,2223953.060032599,.16604373,.39188555
