hs4,year,month,pred_exposure,notif_count
0203,2024,3,0.01761859536274482,1
0203,2024,4,0.011720300632250265,1
0203,2024,9,0.008623343884864357,1
0203,2024,11,0.009833994527482452,1
0203,2024,12,0.010959709738059575,1
0203,2025,1,0.015458360407292501,1
0203,2025,7,0.033822702990359145,2
0203,2025,12,0.015326061140803744,1
0204,2021,2,0.012939339790184046,1
0204,2021,5,0.018133138859062016,1
0204,2021,9,0.013987667924477733,1
0204,2021,12,0.03424226943122288,1
0204,2022,2,0.026108564418343107,1
0204,2022,4,0.011243205183145533,1
0204,2022,5,0.01326686724939796,1
0204,2022,8,0.022504021771543065,2
0204,2022,10,0.011442983546886259,1
0204,2023,1,0.04958517119117032,2
0204,2023,3,0.020130609211312156,1
0204,2023,8,0.033794246592538275,1
0204,2023,9,0.03726723110734527,1
0204,2023,11,0.0055734539372853335,1
0204,2023,12,0.0076018979946437856,1
0204,2024,1,0.005713364832867087,1
0204,2024,2,0.010549800338209127,1
0204,2024,3,0.016143960281671935,1
0204,2024,4,0.010739338976840271,1
0204,2024,9,0.007901590240662651,1
0204,2024,11,0.009010912265886928,1
0204,2024,12,0.010042407755388864,1
0204,2025,1,0.014164531921926207,1
0204,2025,7,0.030991822131845446,2
0204,2025,12,0.014043305793536591,1
0205,2021,2,0.015361593013303265,1
0205,2021,5,0.02152767480593868,1
0205,2021,9,0.016606168888467453,1
0205,2021,12,0.04065244559489534,1
0205,2022,2,0.030996105462850122,1
0205,2022,4,0.013347940852404712,1
0205,2022,5,0.015750433835996728,1
0205,2022,8,0.026716789977121652,2
0205,2022,10,0.013585117861928555,1
0205,2023,1,0.05886754901603013,2
0205,2023,3,0.023899072968825145,1
0205,2023,8,0.04012055257561171,1
0205,2023,9,0.04424368215741943,1
0205,2023,11,0.006616808311033013,1
0205,2023,12,0.009024978477723634,1
0205,2024,1,0.006782910621576254,1
0205,2024,2,0.012524730148142482,1
0205,2024,3,0.01916612064381451,1
0205,2024,4,0.012749750549040833,1
0205,2024,9,0.009380773316350335,1
0205,2024,11,0.010697761180376918,1
0205,2024,12,0.01192235332817779,1
0205,2025,1,0.016816141946719657,1
0205,2025,7,0.036793512346839974,2
0205,2025,12,0.016672222204515155,1
0206,2021,3,0.012971751584574536,1
0206,2021,5,0.04684275928927208,1
0206,2021,6,0.17691764440695681,2
0206,2021,7,0.0963405725194515,1
0206,2021,8,0.09465991239704258,2
0206,2021,12,0.05377640136870939,1
0206,2022,2,0.028663147257323312,1
0206,2022,3,0.04697359919642333,2
0206,2022,4,0.029044213366886742,1
0206,2022,5,0.034271875041408155,1
0206,2022,6,0.04342564443800604,1
0206,2022,7,0.022901721593001485,1
0206,2022,8,0.023002748956427174,1
0206,2022,9,0.03540878166139849,1
0206,2022,10,0.029560294442350123,1
0206,2022,11,0.027406132778020748,1
0206,2023,1,0.024393603918944518,1
0206,2023,4,0.05152889408521863,1
0206,2023,5,0.018622470806733696,1
0206,2023,7,0.05248454462459637,1
0206,2023,9,0.03385463974147647,1
0206,2023,10,0.029218562820144893,1
0206,2023,11,0.024601351461062806,2
0206,2023,12,0.019637740640073547,1
0206,2024,1,0.049360243437463265,2
0206,2024,2,0.02772510349931619,1
0206,2024,8,0.0473568326519318,1
0206,2025,4,0.0635354994719375,1
0208,2021,2,0.009377068614722582,1
0208,2021,5,0.013140986328429848,1
0208,2021,9,0.010136786266891618,1
0208,2021,12,0.02481518494660595,1
0208,2022,2,0.018920733511336715,1
0208,2022,4,0.008147889162918462,1
0208,2022,5,0.009614425968965997,1
0208,2022,8,0.01630854121468037,2
0208,2022,10,0.008292667447970912,1
0208,2023,1,0.03593410174490487,2
0208,2023,3,0.014588542142918373,1
0208,2023,8,0.024490505251394963,1
0208,2023,9,0.027007358090974886,1
0208,2023,11,0.004039051515639727,1
0208,2023,12,0.005509053804427749,1
0208,2024,1,0.004140444174700482,1
0208,2024,2,0.007645382472918533,1
0208,2024,3,0.011699439517728328,1
0208,2024,4,0.007782740085316473,1
0208,2024,9,0.005726239132256539,1
0208,2024,11,0.006530158722825008,1
0208,2024,12,0.00727767784958711,1
